Clade,COG,CDS,Total
acI-A,group00089,"AAA028G02.genome.CDS.2095,AAA028I14.genome.CDS.993,AAA041L13.genome.CDS.1763,AAA044N04.genome.CDS.1582,AAA044O16.genome.CDS.2554,AAA278O22.genome.CDS.1519,MEint1363.genome.CDS.1475,MEint2297.genome.CDS.2345",81
acI-A,group00090,"AAA023J06.genome.CDS.935,AAA024D14.genome.CDS.847,AAA028E20.genome.CDS.1002,AAA028G02.genome.CDS.2117,AAA028I14.genome.CDS.1369,AAA041L13.genome.CDS.1739,AAA044N04.genome.CDS.1606,AAA044O16.genome.CDS.2578,AAA278O22.genome.CDS.1486,MEint1363.genome.CDS.1497,MEint2297.genome.CDS.1588",656
acI-A,group00091,"AAA023J06.genome.CDS.850,AAA024D14.genome.CDS.877,AAA027M14.genome.CDS.1155,AAA028E20.genome.CDS.1047,AAA028G02.genome.CDS.2661,AAA044N04.genome.CDS.1386,AAA044O16.genome.CDS.1898,AAA278O22.genome.CDS.1287,MEint1363.genome.CDS.1090,MEint1363.genome.CDS.1859,MEint2297.genome.CDS.2701",3
acI-A,group00092,"AAA024D14.genome.CDS.881,AAA027M14.genome.CDS.1151,AAA028E20.genome.CDS.1043,AAA028G02.genome.CDS.2665,AAA044N04.genome.CDS.1390,AAA044O16.genome.CDS.1902,AAA278O22.genome.CDS.1283,MEint1363.genome.CDS.1086,MEint1363.genome.CDS.1863,MEint2297.genome.CDS.2705",96
acI-A,group00093,"AAA024D14.genome.CDS.882,AAA027M14.genome.CDS.1149,AAA028E20.genome.CDS.1042,AAA028G02.genome.CDS.2666,AAA044N04.genome.CDS.1391,AAA044O16.genome.CDS.1903,AAA278O22.genome.CDS.1282,MEint1363.genome.CDS.1085,MEint1363.genome.CDS.1864,MEint2297.genome.CDS.2707",37
acI-A,group00095,"AAA024D14.genome.CDS.1369,AAA027M14.genome.CDS.1430,AAA028E20.genome.CDS.1223,AAA028G02.genome.CDS.2266,AAA028I14.genome.CDS.1190,AAA041L13.genome.CDS.1897,AAA044N04.genome.CDS.1756,AAA044O16.genome.CDS.2738,AAA278O22.genome.CDS.2058,MEint1363.genome.CDS.1762,MEint2297.genome.CDS.1394,MEint2297.genome.CDS.2537",1
acI-A,group00097,"AAA023J06.genome.CDS.1077,AAA024D14.genome.CDS.975,AAA027M14.genome.CDS.1307,AAA028E20.genome.CDS.1146,AAA028I14.genome.CDS.1076,AAA041L13.genome.CDS.1532,AAA041L13.genome.CDS.2763,AAA278O22.genome.CDS.2193,MEint1363.genome.CDS.1630,MEint2297.genome.CDS.1822,MEint2297.genome.CDS.2654",1
acI-A,group00098,"AAA023J06.genome.CDS.1076,AAA024D14.genome.CDS.974,AAA027M14.genome.CDS.1306,AAA028E20.genome.CDS.1147,AAA028I14.genome.CDS.1077,AAA041L13.genome.CDS.1533,AAA278O22.genome.CDS.2194,MEint1363.genome.CDS.1631,MEint2297.genome.CDS.1823,MEint2297.genome.CDS.2653",2
acI-A,group00101,"AAA023J06.genome.CDS.913,AAA024D14.genome.CDS.829,AAA028E20.genome.CDS.1720,AAA028G02.genome.CDS.2139,AAA028I14.genome.CDS.1310,AAA041L13.genome.CDS.2806,AAA044N04.genome.CDS.1626,AAA044O16.genome.CDS.2596,MEint2297.genome.CDS.1606",4
acI-A,group00102,"AAA024D14.genome.CDS.1262,AAA024D14.genome.CDS.1263,AAA024D14.genome.CDS.1580,AAA027M14.genome.CDS.1117,AAA028E20.genome.CDS.1291,AAA028E20.genome.CDS.1100,AAA044O16.genome.CDS.1963,AAA044O16.genome.CDS.2012,AAA278O22.genome.CDS.1795,MEint2297.genome.CDS.1761,MEint2297.genome.CDS.2576",2
acI-A,group00103,"AAA023J06.genome.CDS.782,AAA024D14.genome.CDS.929,AAA027M14.genome.CDS.1380,AAA028E20.genome.CDS.1639,AAA028G02.genome.CDS.1912,AAA028I14.genome.CDS.1434,AAA041L13.genome.CDS.2123,AAA044N04.genome.CDS.1914,AAA278O22.genome.CDS.2249,MEint1363.genome.CDS.1882,MEint2297.genome.CDS.2040,MEint2297.genome.CDS.2613",4
acI-A,group00104,"AAA024D14.genome.CDS.1381,AAA027M14.genome.CDS.1418,AAA028E20.genome.CDS.1234,AAA028G02.genome.CDS.2254,AAA028I14.genome.CDS.1202,AAA041L13.genome.CDS.1909,AAA044N04.genome.CDS.1744,AAA044O16.genome.CDS.2726,AAA278O22.genome.CDS.2296,MEint1363.genome.CDS.1773,MEint2297.genome.CDS.2548",11
acI-A,group00106,"AAA024D14.genome.CDS.1382,AAA027M14.genome.CDS.1417,AAA028E20.genome.CDS.1235,AAA028G02.genome.CDS.2253,AAA028I14.genome.CDS.1203,AAA041L13.genome.CDS.1910,AAA044N04.genome.CDS.1743,AAA044O16.genome.CDS.2725,AAA278O22.genome.CDS.2341,AAA278O22.genome.CDS.2295,MEint1363.genome.CDS.1774,MEint2297.genome.CDS.2549",6
acI-A,group00108,"AAA023J06.genome.CDS.1207,AAA024D14.genome.CDS.1143,AAA027M14.genome.CDS.1109,AAA028G02.genome.CDS.2637,AAA041L13.genome.CDS.1488,AAA044N04.genome.CDS.2366,AAA044O16.genome.CDS.1601,AAA278O22.genome.CDS.1582,MEint1363.genome.CDS.1061,MEint2297.genome.CDS.2485",5
acI-A,group00112,"AAA023J06.genome.CDS.810,AAA024D14.genome.CDS.957,AAA028E20.genome.CDS.1667,AAA028G02.genome.CDS.1944,AAA028I14.genome.CDS.1015,AAA041L13.genome.CDS.2337,AAA044N04.genome.CDS.1886,AAA044O16.genome.CDS.2498,AAA278O22.genome.CDS.1352,MEint2297.genome.CDS.2745,MEint2297.genome.CDS.2746",6
acI-A,group00113,"AAA028E20.genome.CDS.1680,AAA028G02.genome.CDS.2575,AAA044N04.genome.CDS.1331,AAA044O16.genome.CDS.2147,AAA278O22.genome.CDS.1338,MEint2297.genome.CDS.2061,MEint2297.genome.CDS.2636",46
acI-A,group00114,"AAA024D14.genome.CDS.1051,AAA027M14.genome.CDS.1004,AAA028E20.genome.CDS.942,AAA028G02.genome.CDS.2506,AAA041L13.genome.CDS.1640,AAA044N04.genome.CDS.2137,AAA044O16.genome.CDS.1633,MEint1363.genome.CDS.1017,MEint2297.genome.CDS.2207",5
acI-A,group00116,"AAA023J06.genome.CDS.961,AAA024D14.genome.CDS.1151,AAA028G02.genome.CDS.1484,AAA041L13.genome.CDS.1715,AAA044N04.genome.CDS.1533,AAA278O22.genome.CDS.1809,MEint1363.genome.CDS.1807,MEint2297.genome.CDS.1977",2
acI-A,group00117,"AAA023J06.genome.CDS.1141,AAA023J06.genome.CDS.1140,AAA028E20.genome.CDS.1685,AAA028I14.genome.CDS.848,AAA041L13.genome.CDS.1679,AAA044N04.genome.CDS.1497,AAA278O22.genome.CDS.1853,MEint1363.genome.CDS.1221,MEint2297.genome.CDS.1496,MEint2297.genome.CDS.2465",1
acI-A,group00118,"AAA024D14.genome.CDS.886,AAA027M14.genome.CDS.1145,AAA028E20.genome.CDS.1038,AAA028G02.genome.CDS.2670,AAA044N04.genome.CDS.1395,AAA044O16.genome.CDS.1907,AAA278O22.genome.CDS.1278,MEint1363.genome.CDS.1081,MEint1363.genome.CDS.1868,MEint2297.genome.CDS.2711",11
acI-A,group00119,"AAA024D14.genome.CDS.887,AAA027M14.genome.CDS.1144,AAA028E20.genome.CDS.1037,AAA044N04.genome.CDS.1396,AAA044O16.genome.CDS.1908,AAA278O22.genome.CDS.1277,MEint1363.genome.CDS.1080,MEint1363.genome.CDS.1869",2
acI-A,group00122,"AAA023J06.genome.CDS.1075,AAA024D14.genome.CDS.973,AAA027M14.genome.CDS.1305,AAA028E20.genome.CDS.1148,AAA028I14.genome.CDS.1078,AAA041L13.genome.CDS.1534,AAA278O22.genome.CDS.2195,MEint1363.genome.CDS.1632,MEint2297.genome.CDS.2652,MEint2297.genome.CDS.457",1
acI-A,group00123,"AAA024D14.genome.CDS.1099,AAA027M14.genome.CDS.1060,AAA028G02.genome.CDS.2589,AAA044N04.genome.CDS.2197,AAA044O16.genome.CDS.2468,MEint1363.genome.CDS.942,MEint2297.genome.CDS.1897",7
acI-A,group00126,"AAA024D14.genome.CDS.1475,AAA028E20.genome.CDS.1160,AAA028G02.genome.CDS.1506,AAA028I14.genome.CDS.1528,AAA041L13.genome.CDS.1460,AAA044N04.genome.CDS.2418,AAA278O22.genome.CDS.1799,MEint1363.genome.CDS.1685,MEint2297.genome.CDS.1991",9
acI-A,group00127,"AAA023J06.genome.CDS.946,AAA024D14.genome.CDS.857,AAA028E20.genome.CDS.1804,AAA028G02.genome.CDS.2109,AAA028I14.genome.CDS.1379,AAA041L13.genome.CDS.1749,AAA044N04.genome.CDS.1596,AAA044O16.genome.CDS.2568,AAA278O22.genome.CDS.1505,MEint1363.genome.CDS.1489,MEint2297.genome.CDS.1576",2
acI-A,group00129,"AAA024D14.genome.CDS.1367,AAA027M14.genome.CDS.1432,AAA028E20.genome.CDS.1221,AAA028G02.genome.CDS.2268,AAA028I14.genome.CDS.1188,AAA041L13.genome.CDS.1895,AAA044N04.genome.CDS.1758,AAA044O16.genome.CDS.2740,AAA278O22.genome.CDS.2056,MEint1363.genome.CDS.1760,MEint2297.genome.CDS.1392,MEint2297.genome.CDS.2535",1
acI-A,group00131,"AAA024D14.genome.CDS.862,AAA028G02.genome.CDS.2104,AAA028I14.genome.CDS.1384,AAA041L13.genome.CDS.1754,AAA044N04.genome.CDS.1591,AAA044O16.genome.CDS.2563,AAA278O22.genome.CDS.348,MEint1363.genome.CDS.1484,MEint2297.genome.CDS.2354",2
acI-A,group00133,"AAA023J06.genome.CDS.1028,AAA023J06.genome.CDS.1033,AAA028G02.genome.CDS.2357,AAA028I14.genome.CDS.1147,AAA041L13.genome.CDS.2797,AAA041L13.genome.CDS.2085,AAA044N04.genome.CDS.2517,AAA044O16.genome.CDS.1456,MEint1363.genome.CDS.1328,MEint2297.genome.CDS.2109",1
acI-A,group00134,"AAA023J06.genome.CDS.996,AAA024D14.genome.CDS.1184,AAA027M14.genome.CDS.1481,AAA028G02.genome.CDS.2073,AAA041L13.genome.CDS.2361,AAA044N04.genome.CDS.1561,AAA044O16.genome.CDS.2533,AAA278O22.genome.CDS.1539,MEint1363.genome.CDS.1507,MEint2297.genome.CDS.1527,MEint2297.genome.CDS.2323",2
acI-A,group00136,"AAA027M14.genome.CDS.1414,AAA028E20.genome.CDS.1238,AAA028G02.genome.CDS.2250,AAA028I14.genome.CDS.1206,AAA041L13.genome.CDS.1913,AAA044N04.genome.CDS.1740,AAA044O16.genome.CDS.2722,AAA278O22.genome.CDS.2120,MEint1363.genome.CDS.1777,MEint2297.genome.CDS.2552",7
acI-A,group00137,"AAA027M14.genome.CDS.959,AAA028E20.genome.CDS.1481,AAA028G02.genome.CDS.1586,AAA041L13.genome.CDS.2035,AAA044N04.genome.CDS.2278,AAA278O22.genome.CDS.1956,MEint1363.genome.CDS.1254,MEint2297.genome.CDS.1731",6
acI-A,group00138,"AAA023J06.genome.CDS.1036,AAA024D14.genome.CDS.1396,AAA028G02.genome.CDS.2360,AAA028I14.genome.CDS.1144,AAA041L13.genome.CDS.2800,AAA041L13.genome.CDS.2260,AAA044N04.genome.CDS.2514,AAA044N04.genome.CDS.2009,AAA044O16.genome.CDS.1453,MEint1363.genome.CDS.1331,MEint2297.genome.CDS.2106",3
acI-A,group00142,"AAA023J06.genome.CDS.1215,AAA024D14.genome.CDS.1135,AAA027M14.genome.CDS.1103,AAA028G02.genome.CDS.2630,AAA041L13.genome.CDS.1497,AAA044N04.genome.CDS.2357,AAA044O16.genome.CDS.1593,AAA278O22.genome.CDS.1589,MEint1363.genome.CDS.1067,MEint2297.genome.CDS.2493",1
acI-A,group00149,"AAA023J06.genome.CDS.1209,AAA024D14.genome.CDS.1141,AAA027M14.genome.CDS.1107,AAA028G02.genome.CDS.2635,AAA041L13.genome.CDS.1490,AAA044N04.genome.CDS.2364,AAA044O16.genome.CDS.1599,AAA278O22.genome.CDS.1584,MEint1363.genome.CDS.1063,MEint2297.genome.CDS.2487",1
acI-A,group00151,"AAA024D14.genome.CDS.1370,AAA027M14.genome.CDS.1429,AAA028E20.genome.CDS.1224,AAA028G02.genome.CDS.2265,AAA028I14.genome.CDS.1191,AAA041L13.genome.CDS.1898,AAA044N04.genome.CDS.1755,AAA044O16.genome.CDS.2737,AAA278O22.genome.CDS.2059,MEint1363.genome.CDS.1763,MEint2297.genome.CDS.1395,MEint2297.genome.CDS.2538",5
acI-A,group00152,"AAA024D14.genome.CDS.1041,AAA027M14.genome.CDS.993,AAA028E20.genome.CDS.951,AAA028G02.genome.CDS.2516,AAA041L13.genome.CDS.1650,AAA044N04.genome.CDS.2127,AAA044O16.genome.CDS.1643,AAA278O22.genome.CDS.2350,MEint1363.genome.CDS.1027,MEint2297.genome.CDS.2196,MEint2297.genome.CDS.2690",6
acI-A,group00153,"AAA023J06.genome.CDS.807,AAA024D14.genome.CDS.954,AAA027M14.genome.CDS.1617,AAA028E20.genome.CDS.1664,AAA028G02.genome.CDS.1940,AAA028I14.genome.CDS.1018,AAA041L13.genome.CDS.2340,AAA044N04.genome.CDS.1889,AAA044O16.genome.CDS.2495,AAA278O22.genome.CDS.1355,MEint2297.genome.CDS.2742",5
acI-A,group00154,"AAA027M14.genome.CDS.1052,AAA028G02.genome.CDS.2581,AAA044N04.genome.CDS.2191,AAA044O16.genome.CDS.2476,MEint1363.genome.CDS.950,MEint2297.genome.CDS.1905,MEint2297.genome.CDS.2685",8
acI-A,group00156,"AAA023J06.genome.CDS.982,AAA024D14.genome.CDS.1164,AAA027M14.genome.CDS.1496,AAA028G02.genome.CDS.2058,AAA041L13.genome.CDS.2675,AAA044N04.genome.CDS.1546,AAA044O16.genome.CDS.2518,AAA278O22.genome.CDS.1555,MEint1363.genome.CDS.1170,MEint2297.genome.CDS.1542",3
acI-A,group00157,"AAA024D14.genome.CDS.1377,AAA027M14.genome.CDS.1422,AAA028E20.genome.CDS.1230,AAA028G02.genome.CDS.2258,AAA028I14.genome.CDS.1198,AAA041L13.genome.CDS.1905,AAA044N04.genome.CDS.1748,AAA044O16.genome.CDS.2730,AAA278O22.genome.CDS.981,MEint1363.genome.CDS.1769,MEint2297.genome.CDS.1401,MEint2297.genome.CDS.2544",1
acI-A,group00158,"AAA024D14.genome.CDS.1378,AAA027M14.genome.CDS.1421,AAA028E20.genome.CDS.1231,AAA028G02.genome.CDS.2257,AAA028I14.genome.CDS.1199,AAA041L13.genome.CDS.1906,AAA044N04.genome.CDS.1747,AAA044O16.genome.CDS.2729,AAA278O22.genome.CDS.2141,MEint1363.genome.CDS.1770,MEint2297.genome.CDS.1402,MEint2297.genome.CDS.2545",1
acI-A,group00161,"AAA024D14.genome.CDS.1260,AAA027M14.genome.CDS.917,AAA028E20.genome.CDS.1518,AAA028G02.genome.CDS.1633,AAA041L13.genome.CDS.2290,AAA044N04.genome.CDS.2235,AAA044O16.genome.CDS.2110,AAA278O22.genome.CDS.2280,MEint1363.genome.CDS.1884,MEint2297.genome.CDS.1773,MEint2297.genome.CDS.2588",17
acI-A,group00164,"AAA023J06.genome.CDS.974,AAA024D14.genome.CDS.1156,AAA027M14.genome.CDS.1503,AAA028G02.genome.CDS.2051,AAA041L13.genome.CDS.1718,AAA044N04.genome.CDS.1538,AAA044O16.genome.CDS.2511,AAA278O22.genome.CDS.1562,MEint1363.genome.CDS.1162,MEint2297.genome.CDS.2373",6
acI-A,group00165,"AAA023J06.genome.CDS.1331,AAA024D14.genome.CDS.1523,AAA024D14.genome.CDS.1546,AAA028G02.genome.CDS.2646,AAA041L13.genome.CDS.1480,AAA044N04.genome.CDS.2375,AAA044O16.genome.CDS.1610,AAA278O22.genome.CDS.1573,MEint1363.genome.CDS.1151,MEint2297.genome.CDS.2362",4
acI-A,group00166,"AAA023J06.genome.CDS.918,AAA024D14.genome.CDS.834,AAA028E20.genome.CDS.1715,AAA028G02.genome.CDS.2133,AAA028I14.genome.CDS.1353,AAA041L13.genome.CDS.1725,AAA044N04.genome.CDS.1620,AAA044O16.genome.CDS.2590,AAA278O22.genome.CDS.336,MEint2297.genome.CDS.1601",5
acI-A,group00174,"AAA023J06.genome.CDS.774,AAA024D14.genome.CDS.921,AAA027M14.genome.CDS.1388,AAA028E20.genome.CDS.1631,AAA028G02.genome.CDS.1904,AAA028I14.genome.CDS.1468,AAA041L13.genome.CDS.2131,AAA044N04.genome.CDS.1922,AAA044O16.genome.CDS.2310,AAA278O22.genome.CDS.2257,MEint2297.genome.CDS.2621",6
acI-A,group00177,"AAA023J06.genome.CDS.1415,AAA024D14.genome.CDS.1189,AAA028G02.genome.CDS.1862,AAA028I14.genome.CDS.818,AAA044N04.genome.CDS.1464,AAA044O16.genome.CDS.2253,AAA278O22.genome.CDS.1840,MEint1363.genome.CDS.1190,MEint2297.genome.CDS.1805",4
acI-A,group00178,"AAA024D14.genome.CDS.1590,AAA024D14.genome.CDS.1619,AAA028E20.genome.CDS.1774,AAA028G02.genome.CDS.1853,AAA041L13.genome.CDS.2242,AAA044N04.genome.CDS.2027,AAA044O16.genome.CDS.2244,AAA278O22.genome.CDS.1836,MEint2297.genome.CDS.1921,MEint2297.genome.CDS.2166",1
acI-A,group00179,"AAA027M14.genome.CDS.1251,AAA028E20.genome.CDS.1335,AAA028G02.genome.CDS.1786,AAA028I14.genome.CDS.1324,AAA041L13.genome.CDS.2424,AAA044N04.genome.CDS.2081,AAA044O16.genome.CDS.2179,MEint1363.genome.CDS.1142,MEint2297.genome.CDS.1459",5
acI-A,group00181,"AAA023J06.genome.CDS.813,AAA024D14.genome.CDS.961,AAA028E20.genome.CDS.1672,AAA028G02.genome.CDS.1949,AAA028I14.genome.CDS.1010,AAA041L13.genome.CDS.2470,AAA044N04.genome.CDS.1881,AAA044O16.genome.CDS.2503,AAA278O22.genome.CDS.1347,MEint2297.genome.CDS.2753,MEint2297.genome.CDS.2389",5
acI-A,group00187,"AAA027M14.genome.CDS.969,AAA028E20.genome.CDS.1471,AAA028G02.genome.CDS.1576,AAA041L13.genome.CDS.2025,AAA044N04.genome.CDS.2288,AAA044O16.genome.CDS.2380,AAA278O22.genome.CDS.1946,MEint1363.genome.CDS.1264,MEint2297.genome.CDS.1721",1
acI-A,group00190,"AAA024D14.genome.CDS.1618,AAA028E20.genome.CDS.1011,AAA028G02.genome.CDS.1488,AAA028I14.genome.CDS.1176,AAA041L13.genome.CDS.1469,AAA044N04.genome.CDS.2386,AAA278O22.genome.CDS.1807,MEint1363.genome.CDS.1695,MEint1363.genome.CDS.1802,MEint2297.genome.CDS.1981",69
acI-A,group00191,"AAA023J06.genome.CDS.1381,AAA024D14.genome.CDS.1134,AAA027M14.genome.CDS.1102,AAA028G02.genome.CDS.2629,AAA044N04.genome.CDS.1468,AAA044O16.genome.CDS.1592,AAA044O16.genome.CDS.2000,AAA278O22.genome.CDS.1590,MEint1363.genome.CDS.1068,MEint2297.genome.CDS.1801",79
acI-A,group00192,"AAA023J06.genome.CDS.937,AAA024D14.genome.CDS.849,AAA028E20.genome.CDS.1318,AAA028G02.genome.CDS.2115,AAA028I14.genome.CDS.1371,AAA041L13.genome.CDS.1741,AAA044N04.genome.CDS.1604,AAA044O16.genome.CDS.2576,AAA278O22.genome.CDS.1484,MEint1363.genome.CDS.1495,MEint2297.genome.CDS.1586",5
acI-A,group00193,"AAA023J06.genome.CDS.895,AAA024D14.genome.CDS.815,AAA028E20.genome.CDS.1729,AAA028G02.genome.CDS.2150,AAA028I14.genome.CDS.1301,AAA041L13.genome.CDS.1875,AAA044N04.genome.CDS.1640,AAA044O16.genome.CDS.2613,AAA278O22.genome.CDS.2353,MEint1363.genome.CDS.1104,MEint2297.genome.CDS.1616",5
acI-A,group00194,"AAA027M14.genome.CDS.961,AAA028E20.genome.CDS.1479,AAA028G02.genome.CDS.1584,AAA041L13.genome.CDS.2033,AAA044N04.genome.CDS.2280,AAA044O16.genome.CDS.2372,AAA278O22.genome.CDS.1954,MEint1363.genome.CDS.1256,MEint2297.genome.CDS.1729",12
acI-A,group00195,"AAA023J06.genome.CDS.975,AAA024D14.genome.CDS.1157,AAA027M14.genome.CDS.1502,AAA028G02.genome.CDS.2052,AAA041L13.genome.CDS.1719,AAA044N04.genome.CDS.1539,AAA044O16.genome.CDS.2512,AAA278O22.genome.CDS.1561,MEint1363.genome.CDS.1163,MEint2297.genome.CDS.2374",8
acI-A,group00196,"AAA023J06.genome.CDS.912,AAA024D14.genome.CDS.828,AAA028E20.genome.CDS.1721,AAA028G02.genome.CDS.2140,AAA028I14.genome.CDS.1309,AAA041L13.genome.CDS.2807,AAA044N04.genome.CDS.1627,AAA044O16.genome.CDS.2597,MEint2297.genome.CDS.1607",118
acI-A,group00198,"AAA024D14.genome.CDS.878,AAA027M14.genome.CDS.1154,AAA028E20.genome.CDS.1046,AAA028G02.genome.CDS.2662,AAA044N04.genome.CDS.1387,AAA044O16.genome.CDS.1899,AAA278O22.genome.CDS.1286,MEint1363.genome.CDS.1089,MEint1363.genome.CDS.1860,MEint2297.genome.CDS.2702",10
acI-A,group00202,"AAA027M14.genome.CDS.1408,AAA028E20.genome.CDS.1244,AAA028G02.genome.CDS.2244,AAA028I14.genome.CDS.1212,AAA041L13.genome.CDS.1919,AAA044N04.genome.CDS.1734,AAA044O16.genome.CDS.2716,AAA278O22.genome.CDS.2126,MEint1363.genome.CDS.1784,MEint2297.genome.CDS.2558",2
acI-A,group00203,"AAA023J06.genome.CDS.802,AAA024D14.genome.CDS.949,AAA027M14.genome.CDS.1622,AAA028E20.genome.CDS.1659,AAA028G02.genome.CDS.1934,AAA028I14.genome.CDS.1023,AAA041L13.genome.CDS.2345,AAA044N04.genome.CDS.1894,AAA044O16.genome.CDS.1090,AAA278O22.genome.CDS.2312,MEint1363.genome.CDS.1036,MEint2297.genome.CDS.2737",1
acI-A,group00204,"AAA023J06.genome.CDS.984,AAA024D14.genome.CDS.1166,AAA027M14.genome.CDS.1493,AAA028E20.genome.CDS.1006,AAA028G02.genome.CDS.2060,AAA028I14.genome.CDS.953,AAA041L13.genome.CDS.2677,AAA044N04.genome.CDS.1548,AAA044O16.genome.CDS.2520,AAA278O22.genome.CDS.1553,MEint1363.genome.CDS.1173,MEint2297.genome.CDS.1540",25
acI-A,group00205,"AAA023J06.genome.CDS.940,AAA024D14.genome.CDS.852,AAA028E20.genome.CDS.1321,AAA028G02.genome.CDS.2112,AAA028I14.genome.CDS.1374,AAA041L13.genome.CDS.1744,AAA044N04.genome.CDS.1601,AAA044O16.genome.CDS.2571,AAA278O22.genome.CDS.1500,MEint1363.genome.CDS.1492,MEint2297.genome.CDS.1583",63
acI-A,group00206,"AAA027M14.genome.CDS.1280,AAA028G02.genome.CDS.2429,AAA028I14.genome.CDS.1103,AAA041L13.genome.CDS.1559,AAA044O16.genome.CDS.1414,AAA278O22.genome.CDS.2290,MEint1363.genome.CDS.1562,MEint2297.genome.CDS.1849",4
acI-A,group00208,"AAA024D14.genome.CDS.1371,AAA027M14.genome.CDS.1428,AAA028E20.genome.CDS.1225,AAA028G02.genome.CDS.2264,AAA028I14.genome.CDS.1192,AAA041L13.genome.CDS.1899,AAA044N04.genome.CDS.1754,AAA044O16.genome.CDS.2736,AAA278O22.genome.CDS.2060,MEint1363.genome.CDS.1764,MEint2297.genome.CDS.1396,MEint2297.genome.CDS.2539",1
acI-A,group00210,"AAA024D14.genome.CDS.1009,AAA027M14.genome.CDS.1644,AAA028E20.genome.CDS.1117,AAA028I14.genome.CDS.885,AAA041L13.genome.CDS.2954,AAA044N04.genome.CDS.2431,AAA044O16.genome.CDS.2778,AAA278O22.genome.CDS.2162,MEint1363.genome.CDS.1589,MEint2297.genome.CDS.1677",5
acI-A,group00211,"AAA027M14.genome.CDS.1506,AAA028E20.genome.CDS.1008,AAA028G02.genome.CDS.2048,AAA041L13.genome.CDS.1472,AAA044N04.genome.CDS.2383,AAA278O22.genome.CDS.1565,MEint1363.genome.CDS.1159,MEint2297.genome.CDS.2370",2
acI-A,group00212,"AAA024D14.genome.CDS.898,AAA027M14.genome.CDS.1111,AAA028E20.genome.CDS.1026,AAA044N04.genome.CDS.1408,AAA044O16.genome.CDS.1919,AAA278O22.genome.CDS.1264,MEint1363.genome.CDS.1310,MEint2297.genome.CDS.1917",4
acI-A,group00213,"AAA024D14.genome.CDS.1017,AAA028E20.genome.CDS.1105,AAA028I14.genome.CDS.896,AAA044N04.genome.CDS.2441,AAA044O16.genome.CDS.2760,AAA278O22.genome.CDS.2149,MEint2297.genome.CDS.1666",7
acI-A,group00214,"AAA023J06.genome.CDS.771,AAA024D14.genome.CDS.918,AAA027M14.genome.CDS.1391,AAA028E20.genome.CDS.1628,AAA028G02.genome.CDS.1901,AAA041L13.genome.CDS.2134,AAA044N04.genome.CDS.1925,AAA044O16.genome.CDS.2307,AAA278O22.genome.CDS.2260,MEint2297.genome.CDS.2725",199
acI-A,group00216,"AAA023J06.genome.CDS.766,AAA027M14.genome.CDS.1394,AAA028E20.genome.CDS.1625,AAA028G02.genome.CDS.1898,AAA041L13.genome.CDS.2108,AAA044N04.genome.CDS.1930,AAA044O16.genome.CDS.2303,AAA278O22.genome.CDS.2264,MEint2297.genome.CDS.2728",6
acI-A,group00219,"AAA023J06.genome.CDS.993,AAA024D14.genome.CDS.1175,AAA027M14.genome.CDS.1484,AAA028E20.genome.CDS.1309,AAA028G02.genome.CDS.2070,AAA041L13.genome.CDS.2358,AAA044N04.genome.CDS.1558,AAA044O16.genome.CDS.2530,AAA278O22.genome.CDS.1542,MEint1363.genome.CDS.1510,MEint2297.genome.CDS.1530",53
acI-A,group00221,"AAA023J06.genome.CDS.806,AAA024D14.genome.CDS.953,AAA027M14.genome.CDS.1618,AAA028E20.genome.CDS.1663,AAA028G02.genome.CDS.1939,AAA028I14.genome.CDS.1019,AAA041L13.genome.CDS.2341,AAA044N04.genome.CDS.1890,AAA044O16.genome.CDS.2494,AAA278O22.genome.CDS.1356,MEint1363.genome.CDS.1032,MEint2297.genome.CDS.2741",5
acI-A,group00225,"AAA023J06.genome.CDS.988,AAA024D14.genome.CDS.1170,AAA027M14.genome.CDS.1488,AAA028E20.genome.CDS.1307,AAA028G02.genome.CDS.2065,AAA041L13.genome.CDS.2371,AAA041L13.genome.CDS.2353,AAA044N04.genome.CDS.1553,AAA044O16.genome.CDS.2525,AAA278O22.genome.CDS.1548,MEint1363.genome.CDS.1514,MEint2297.genome.CDS.1535",23
acI-A,group00233,"AAA024D14.genome.CDS.1229,AAA027M14.genome.CDS.948,AAA028E20.genome.CDS.1491,AAA028G02.genome.CDS.1596,AAA041L13.genome.CDS.2046,AAA044N04.genome.CDS.2267,AAA278O22.genome.CDS.1967,MEint1363.genome.CDS.1707,MEint2297.genome.CDS.1742",4
acI-A,group00235,"AAA028I14.genome.CDS.1132,AAA041L13.genome.CDS.1588,AAA044N04.genome.CDS.2502,AAA044O16.genome.CDS.1442,MEint1363.genome.CDS.397,MEint2297.genome.CDS.2095",3
acI-A,group00237,"AAA027M14.genome.CDS.1233,AAA028E20.genome.CDS.1354,AAA028G02.genome.CDS.1802,AAA041L13.genome.CDS.1945,AAA044N04.genome.CDS.2067,AAA044O16.genome.CDS.2194,AAA278O22.genome.CDS.2226,MEint1363.genome.CDS.1129,MEint1363.genome.CDS.1519,MEint2297.genome.CDS.1475",9
acI-A,group00240,"AAA023J06.genome.CDS.987,AAA024D14.genome.CDS.1169,AAA027M14.genome.CDS.1489,AAA028E20.genome.CDS.1306,AAA028G02.genome.CDS.2064,AAA041L13.genome.CDS.2370,AAA044N04.genome.CDS.1552,AAA044O16.genome.CDS.2524,AAA278O22.genome.CDS.1549,MEint1363.genome.CDS.1515,MEint2297.genome.CDS.1536",11
